id_venda,data_venda,id_cliente,id_produto,canal_venda,quantidade,preco_unitario
sal_a0143635b4f9,2025-12-20 18:58:42,cus_cf84750c1fb4,prd_2cbafff50c72,ecommerce,3,100.90
sal_bdabb2ab2f89,2025-12-20 21:56:40,cus_a8f8e01eaee8,prd_9aa451566556,ecommerce,2,336.51
sal_45e590cd837a,2025-12-20 22:48:35,cus_25c656241a9a,prd_9239eec8982d,loja_fisica,1,46.79
sal_2c4a3e68b4a6,2025-12-20 16:16:13,cus_c9cd13d1ae9f,prd_82cd17cb589d,ecommerce,1,40.41
sal_4491c4bfa040,2025-12-20 14:25:54,cus_cf84750c1fb4,prd_84a009f1889d,ecommerce,1,32.90
sal_4725572d8c6d,2025-12-20 18:31:29,cus_d2762f5968fe,prd_c62100cc281c,ecommerce,3,48.90
sal_da5e8a8675c9,2025-12-20 20:10:53,cus_71308b76151a,prd_4ee65ed59110,ecommerce,1,41.90
sal_74f84f961317,2025-12-20 08:43:17,cus_a2e18141f826,prd_9239eec8982d,ecommerce,1,49.39
sal_0779f63df7da,2025-12-20 08:53:40,cus_d4db3db9eccb,prd_7af81d9a08ba,ecommerce,2,49.99
sal_2c4f99b3bdf9,2025-12-20 12:38:00,cus_d36c11b261a6,prd_8b22fd85d500,ecommerce,1,276.24
sal_68f8c3adc849,2025-12-20 08:26:01,cus_13af118ef4e8,prd_385035a5bc20,ecommerce,1,219.90
sal_f80b0d1414fc,2025-12-20 20:46:10,cus_d36c11b261a6,prd_30518d908a92,loja_fisica,1,76.94
sal_52a97bbd43e8,2025-12-20 18:27:07,cus_8ad3c8745efb,prd_dfac11815029,ecommerce,1,179.55
sal_d3434a45005d,2025-12-20 09:29:14,cus_d2762f5968fe,prd_815b38747487,ecommerce,1,86.50
sal_c8c298753fd7,2025-12-20 10:49:38,cus_2b1b3e2a1515,prd_c90040774892,ecommerce,2,125.79
sal_91373c18fcab,2025-12-20 17:06:38,cus_36595eecf105,prd_55776d3e5c2a,ecommerce,3,165.51
sal_1abe893f251e,2025-12-20 09:40:48,cus_df9e0b31fa20,prd_205f309c1a21,loja_fisica,1,34.99
sal_5c358f5ee60a,2025-12-20 18:24:32,cus_b42a15933072,prd_686e2aab873d,ecommerce,4,89.50
sal_6a517e358beb,2025-12-20 15:19:15,cus_0343c0763f76,prd_2bf8388221ea,ecommerce,1,49.99
sal_5fcd3bef1a56,2025-12-20 12:24:13,cus_b42a15933072,prd_686e2aab873d,loja_fisica,4,89.50
sal_d331d33b8369,2025-12-20 20:17:20,cus_b42a15933072,prd_eea07161e6c8,ecommerce,4,46.54
sal_1da97ed296fc,2025-12-20 12:14:54,cus_0343c0763f76,prd_385035a5bc20,ecommerce,1,186.91
sal_e6d52de108df,2025-12-20 00:38:55,cus_639110db69ed,prd_92c0ecf60a58,ecommerce,1,153.77
sal_d0ec7ac57607,2025-12-20 09:03:40,cus_13af118ef4e8,prd_cc3053305ba7,ecommerce,1,616.90
sal_cc184aa8f4ae,2025-12-20 20:15:32,cus_d2762f5968fe,prd_9a3dfc23b7a3,ecommerce,2,105.50
sal_f8d11a418a9c,2025-12-20 09:19:18,cus_ec8d75866856,prd_4e1abbd002eb,ecommerce,2,44.90
sal_3876f1df9eec,2025-12-20 23:25:24,cus_25d1cb23f872,prd_645f7859f379,ecommerce,2,438.21
sal_0cfb64a34fc3,2025-12-20 22:01:48,cus_639110db69ed,prd_3e42ffcc8dd9,loja_fisica,3,64.50
sal_aabe39a14bf0,2025-12-20 09:16:24,cus_f1a06ae11717,prd_82cd17cb589d,ecommerce,1,44.90
sal_610ab2573eb3,2025-12-20 11:12:09,cus_6ff11137142d,prd_2293732b7542,loja_fisica,2,68.90
sal_de84b6105cb8,2025-12-20 18:25:47,cus_a9747473c5c6,prd_d22d1b8b1502,ecommerce,1,1149.90
sal_c07c15d320f3,2025-12-20 08:24:59,cus_ec8d75866856,prd_6d4e3b1efd0c,ecommerce,1,968.99
sal_1d7023e9ae46,2025-12-20 22:40:44,cus_a9747473c5c6,prd_ff35b88df534,ecommerce,1,211.90
sal_5cda829c921e,2025-12-20 17:40:45,cus_418af67b6b28,prd_dd8079e89b90,ecommerce,1,84.90
sal_4f94f9728c36,2025-12-20 17:15:38,cus_ec8d75866856,prd_c1f6dcbed826,ecommerce,1,192.90
sal_d75440f1649b,2025-12-20 22:25:45,cus_644bf6820c61,prd_2365af16d827,ecommerce,1,151.00
sal_530d66cfc07e,2025-12-20 21:44:19,cus_c9cd13d1ae9f,prd_30518d908a92,loja_fisica,1,72.89
sal_5f1a24a0ee5c,2025-12-20 19:06:40,cus_ec8d75866856,prd_47a25ae10c23,loja_fisica,1,88.99
sal_c50d42fcac15,2025-12-20 21:00:10,cus_d4db3db9eccb,prd_2293732b7542,ecommerce,1,68.90
sal_a80c3fc3c7e0,2025-12-20 18:10:11,cus_a9747473c5c6,prd_473cb7923d3d,ecommerce,1,93.42
sal_25bf68ea06f8,2025-12-21 16:11:12,cus_d36c11b261a6,prd_045813f96891,loja_fisica,1,121.54
sal_fb9742cff9bf,2025-12-21 15:55:40,cus_25d1cb23f872,prd_bf5d8671f7a9,ecommerce,1,119.90
sal_21bf47c9da1f,2025-12-21 18:31:43,cus_f1eccf8e0d99,prd_2293732b7542,ecommerce,3,65.45
sal_2724092747ea,2025-12-21 19:06:13,cus_a8f8e01eaee8,prd_2293732b7542,ecommerce,4,62.01
sal_74c7dc085681,2025-12-21 22:48:21,cus_c3944101594c,prd_385035a5bc20,ecommerce,1,219.90
sal_f6120bcd635a,2025-12-21 10:42:25,cus_a9747473c5c6,prd_ff35b88df534,ecommerce,1,211.90
sal_c731a12565f5,2025-12-21 18:46:53,cus_df9e0b31fa20,prd_b7490508211e,ecommerce,2,220.00
sal_8e79fd233964,2025-12-21 16:23:28,cus_c3944101594c,prd_ebdebaf4cd37,ecommerce,1,39.90
sal_81145c18de0b,2025-12-21 01:01:40,cus_a9747473c5c6,prd_ff35b88df534,loja_fisica,1,211.90
sal_64784441b553,2025-12-21 18:47:39,cus_7262f4e5ce9f,prd_385035a5bc20,loja_fisica,3,219.90
sal_c86c00592f6f,2025-12-21 15:46:24,cus_0ff4cceccc6f,prd_6d4e3b1efd0c,ecommerce,1,1082.99
sal_85482570dc5a,2025-12-21 19:08:31,cus_7262f4e5ce9f,prd_205f309c1a21,ecommerce,1,29.74
sal_be3e04eb7f32,2025-12-21 11:07:30,cus_418af67b6b28,prd_686e2aab873d,ecommerce,2,85.02
sal_e401872c3114,2025-12-21 11:45:01,cus_25d1cb23f872,prd_c9ce9d378723,loja_fisica,2,41.90
sal_e8361694d06c,2025-12-21 13:57:42,cus_25c656241a9a,prd_334f4a32f979,ecommerce,2,404.50
sal_acdeec681b18,2025-12-21 16:59:36,cus_f1eccf8e0d99,prd_51511e44c92a,ecommerce,1,80.01
sal_dd828aeb9d85,2025-12-21 22:41:41,cus_7262f4e5ce9f,prd_899bd21840eb,ecommerce,1,53.50
sal_36fc109956b3,2025-12-21 12:05:21,cus_b0026583b709,prd_cc3053305ba7,loja_fisica,1,616.90
sal_42a7c142aefd,2025-12-21 22:36:47,cus_71308b76151a,prd_ff35b88df534,ecommerce,2,233.09
sal_93e23bcc2beb,2025-12-21 13:51:43,cus_9d2dd4770a79,prd_334f4a32f979,ecommerce,1,404.50
sal_3238a90e13fd,2025-12-21 11:20:09,cus_d4db3db9eccb,prd_bf5d8671f7a9,ecommerce,1,119.90
sal_875f210fdf86,2025-12-21 14:42:54,cus_d4db3db9eccb,prd_473cb7923d3d,ecommerce,1,120.89
sal_615765ece0b0,2025-12-21 11:40:53,cus_1a38731e1fbe,prd_bf5d8671f7a9,loja_fisica,1,107.91
sal_ef2e4754c10b,2025-12-21 09:54:46,cus_9d2dd4770a79,prd_686e2aab873d,loja_fisica,3,80.55
sal_f829aac7135d,2025-12-21 22:19:52,cus_b42a15933072,prd_052f1c397fc6,loja_fisica,1,66.99
sal_64fd2b47fe69,2025-12-21 17:48:25,cus_639110db69ed,prd_30518d908a92,ecommerce,1,80.99
sal_21308298cc3a,2025-12-21 22:06:08,cus_36595eecf105,prd_11a9489c4c86,loja_fisica,1,63.74
sal_de39eb2faf4e,2025-12-21 14:10:36,cus_25c656241a9a,prd_db8fc9e6fa53,ecommerce,1,1420.99
sal_6a65e2ab0464,2025-12-21 19:23:46,cus_fa3a88d1ccef,prd_4ee65ed59110,loja_fisica,2,41.90
sal_1a23ab58953c,2025-12-21 00:59:03,cus_a01814ad9247,prd_9d7b9035daa0,ecommerce,1,211.09
sal_bf98e65318fb,2025-12-21 18:09:40,cus_0343c0763f76,prd_a4025bac91a7,ecommerce,1,52.90
sal_513c0b49fc9f,2025-12-21 16:41:47,cus_a9747473c5c6,prd_7dd7624b4d5f,loja_fisica,1,268.11
sal_451fb9980e18,2025-12-21 22:17:40,cus_b42a15933072,prd_9239eec8982d,ecommerce,1,51.99
sal_27d42c7721fd,2025-12-21 16:01:37,cus_ec8d75866856,prd_2cbafff50c72,ecommerce,2,90.81
sal_5ac9b01b914a,2025-12-21 11:41:44,cus_8fa04d3a5837,prd_2cbafff50c72,ecommerce,1,85.77
sal_43668c1a4be4,2025-12-21 20:25:52,cus_4e62d52db97a,prd_d500fa66507e,loja_fisica,2,384.99
sal_78ac73e44d39,2025-12-21 08:48:48,cus_1a38731e1fbe,prd_ebdebaf4cd37,ecommerce,2,37.90
sal_116e01206086,2025-12-21 11:51:20,cus_25c656241a9a,prd_334f4a32f979,ecommerce,1,384.27
sal_5f75349f9ffc,2025-12-21 19:05:07,cus_c9cd13d1ae9f,prd_9239eec8982d,ecommerce,1,44.19
sal_ae4a11e1940d,2025-12-21 10:02:33,cus_6ff11137142d,prd_bf5d8671f7a9,ecommerce,1,119.90
sal_514c330c39cb,2025-12-21 13:38:34,cus_c9cd13d1ae9f,prd_22f73233f9a5,ecommerce,1,103.90
sal_3a4ced663bc8,2025-12-21 09:08:38,cus_f50da5532735,prd_51511e44c92a,ecommerce,2,88.90
sal_9ea005fca12a,2025-12-21 17:24:41,cus_6ff11137142d,prd_d500fa66507e,ecommerce,1,384.99
sal_88399838ca4d,2025-12-21 16:04:40,cus_0343c0763f76,prd_08611917c0ae,ecommerce,1,105.99
sal_830bc7366648,2025-12-21 16:26:52,cus_a2e18141f826,prd_c90040774892,ecommerce,1,140.59
sal_3f29debba1cb,2025-12-21 08:34:07,cus_66677d443e5e,prd_d92ad43fa137,ecommerce,1,56.87
sal_90b4a42aa90d,2025-12-21 20:55:51,cus_8ad3c8745efb,prd_2293732b7542,ecommerce,4,68.90
sal_244766e2330a,2025-12-21 08:11:33,cus_0343c0763f76,prd_205f309c1a21,loja_fisica,1,34.99
sal_fb5a870b5667,2025-12-21 21:35:17,cus_c3944101594c,prd_727f175116c6,ecommerce,3,63.90
sal_dc20653fb8f5,2025-12-21 14:43:50,cus_a8f8e01eaee8,prd_51511e44c92a,loja_fisica,1,88.90
sal_89758d8e09a1,2025-12-21 09:42:08,cus_a2e18141f826,prd_2cbafff50c72,ecommerce,3,95.86
sal_9af9ca00a2ef,2025-12-21 12:43:38,cus_78ab1cf16e12,prd_82cd17cb589d,ecommerce,1,44.90
sal_7981faa0e51b,2025-12-21 13:33:45,cus_df9e0b31fa20,prd_3dd1d39581ca,ecommerce,2,45.04
sal_f25036be26ed,2025-12-21 17:54:05,cus_911b23c97589,prd_4ee65ed59110,ecommerce,1,39.80
sal_2e87960d0319,2025-12-21 10:35:59,cus_2b1b3e2a1515,prd_40902505f7f1,loja_fisica,1,495.90
sal_329d365fa9f8,2025-12-21 22:31:32,cus_66677d443e5e,prd_7798c88cc490,ecommerce,1,465.50
sal_e35bfd2fcbad,2025-12-21 08:45:27,cus_4e62d52db97a,prd_0c5fb549e1c2,ecommerce,2,325.49
sal_396a288685d1,2025-12-21 19:38:28,cus_96658dc10aa5,prd_40dc70ce05b2,loja_fisica,1,1310.50
sal_4fe167368e3b,2025-12-21 09:32:22,cus_4209c24e0be2,prd_d92ad43fa137,ecommerce,1,66.90
sal_7d5200dbefd4,2025-12-21 20:53:34,cus_fa3a88d1ccef,prd_84c0492c5dd9,ecommerce,1,132.00
sal_be55f6f5cbc8,2025-12-21 11:13:59,cus_508a15ccf0fa,prd_f7ed5522d23e,ecommerce,2,242.90
sal_5aed84811019,2025-12-21 18:03:22,cus_71308b76151a,prd_82cd17cb589d,ecommerce,1,44.90
sal_2249d37262d8,2025-12-21 22:22:00,cus_f64907d41a69,prd_d22d1b8b1502,ecommerce,1,1149.90
sal_9efaad9bc2fd,2025-12-21 11:00:09,cus_f1eccf8e0d99,prd_a4025bac91a7,ecommerce,1,52.90
sal_3f4e9d7dbd6b,2025-12-21 21:06:28,cus_b42a15933072,prd_645f7859f379,ecommerce,2,486.90
sal_0e1ad3d43765,2025-12-21 20:07:12,cus_0ff4cceccc6f,prd_334f4a32f979,ecommerce,1,404.50
sal_eb4bbedc65c2,2025-12-21 18:42:17,cus_f64907d41a69,prd_d22d1b8b1502,ecommerce,1,1149.90
sal_3dd0a69d2ff8,2025-12-21 22:32:46,cus_9d2dd4770a79,prd_289cf61bbd5e,ecommerce,1,100.50
sal_566d7310a3f1,2025-12-21 09:22:32,cus_71308b76151a,prd_eda682ecfacb,ecommerce,2,171.00
sal_d07773c0f6c0,2025-12-21 15:27:30,cus_0ff4cceccc6f,prd_d22d1b8b1502,loja_fisica,1,1149.90
sal_222a6511267a,2025-12-21 16:17:49,cus_f64907d41a69,prd_a4025bac91a7,ecommerce,1,52.90
sal_1f43f69f94fd,2025-12-21 15:44:46,cus_c9cd13d1ae9f,prd_045813f96891,loja_fisica,1,135.84
sal_9ac8e8be578c,2025-12-21 09:25:02,cus_eae005fd3470,prd_6d4e3b1efd0c,ecommerce,1,1139.99
sal_19759c3e1bb1,2025-12-21 22:26:33,cus_508a15ccf0fa,prd_3bee9877eb80,ecommerce,1,45.50
sal_f26ce48737bb,2025-12-21 15:19:07,cus_eae005fd3470,prd_bf5d8671f7a9,ecommerce,1,119.90
sal_f384764d8e8a,2025-12-21 08:00:03,cus_418af67b6b28,prd_92c0ecf60a58,ecommerce,1,171.85
sal_1d6d693d2718,2025-12-21 17:31:23,cus_36595eecf105,prd_dfac11815029,ecommerce,1,170.10
sal_4ba6a239f186,2025-12-21 10:47:51,cus_a9747473c5c6,prd_6ae727ee4463,ecommerce,1,70.30
sal_6befe4e49ec5,2025-12-21 11:05:56,cus_f64907d41a69,prd_55776d3e5c2a,ecommerce,1,202.29
sal_d961b71dcfa7,2025-12-21 20:12:45,cus_79d52b75f259,prd_4ee65ed59110,loja_fisica,1,41.90
sal_aebfc43edd4a,2025-12-21 16:34:46,cus_a2e18141f826,prd_334f4a32f979,ecommerce,1,343.82
sal_436e18f29262,2025-12-21 21:57:23,cus_79d52b75f259,prd_96fbc500aec1,loja_fisica,1,58.90
sal_91f0f596132c,2025-12-21 19:10:38,cus_eae005fd3470,prd_4e1abbd002eb,ecommerce,3,44.90
sal_3bb944568a98,2025-12-21 23:47:52,cus_639110db69ed,prd_eda682ecfacb,loja_fisica,4,171.00
sal_eb5131b9dfc6,2025-12-21 22:35:49,cus_639110db69ed,prd_51511e44c92a,ecommerce,1,84.45
sal_2a4123f3e3d4,2025-12-21 15:56:59,cus_7262f4e5ce9f,prd_82cd17cb589d,ecommerce,1,44.90
sal_2ea72e35866d,2025-12-21 10:35:07,cus_25d1cb23f872,prd_ff35b88df534,ecommerce,1,211.90
sal_0ea54b7a9c16,2025-12-21 20:17:55,cus_7262f4e5ce9f,prd_a3ae425a3edd,ecommerce,2,83.99
sal_74e1150e4adf,2025-12-21 10:40:38,cus_96658dc10aa5,prd_92c0ecf60a58,loja_fisica,2,180.90
sal_79b6cade67f6,2025-12-21 10:20:03,cus_911b23c97589,prd_2293732b7542,ecommerce,2,68.90
sal_69d90481314c,2025-12-21 12:34:42,cus_96658dc10aa5,prd_6ae727ee4463,loja_fisica,1,66.60
sal_ed8dbbbea03a,2025-12-21 14:16:55,cus_911b23c97589,prd_51511e44c92a,ecommerce,1,88.90
sal_57e668800023,2025-12-21 11:09:28,cus_8ad3c8745efb,prd_9a3dfc23b7a3,ecommerce,3,105.50
sal_f098507a690c,2025-12-21 09:52:55,cus_25d1cb23f872,prd_2cbafff50c72,loja_fisica,1,100.90
sal_def888ef174e,2025-12-21 12:52:25,cus_66677d443e5e,prd_6d4e3b1efd0c,ecommerce,1,1139.99
sal_cd61e2126962,2025-12-21 18:06:46,cus_a8f8e01eaee8,prd_a17c779dd289,loja_fisica,1,64.90
sal_41184b59dc3c,2025-12-21 08:48:53,cus_b42a15933072,prd_84a009f1889d,ecommerce,1,32.90
sal_cc7821914dfe,2025-12-21 15:50:00,cus_4209c24e0be2,prd_dfac11815029,loja_fisica,1,170.10
sal_49eb5a494e59,2025-12-21 11:48:36,cus_df9e0b31fa20,prd_815b38747487,ecommerce,1,86.50
sal_5050253e9334,2025-12-21 17:40:34,cus_25c656241a9a,prd_9b4e39e312d9,ecommerce,1,1287.99
sal_ab73addec144,2025-12-22 20:00:58,cus_8ad3c8745efb,prd_686e2aab873d,ecommerce,1,89.50
sal_7f94dc8acef5,2025-12-22 22:43:56,cus_4e62d52db97a,prd_142839b15f63,ecommerce,5,99.50
sal_137aedbc715b,2025-12-22 23:22:04,cus_c3944101594c,prd_334f4a32f979,loja_fisica,3,343.82
sal_62d8fb82067e,2025-12-22 16:27:33,cus_36595eecf105,prd_045813f96891,ecommerce,2,135.84
sal_e110a485e1fb,2025-12-22 17:22:56,cus_f64907d41a69,prd_ff56c9132964,ecommerce,3,192.59
sal_752fbd642b5d,2025-12-22 19:50:00,cus_31874cf2d1e5,prd_b4a823952be5,loja_fisica,1,73.90
sal_fdf012124113,2025-12-22 18:52:04,cus_f64907d41a69,prd_d92ad43fa137,loja_fisica,1,66.90
sal_00c8df36bb17,2025-12-22 11:22:20,cus_2b1b3e2a1515,prd_f063f46a7ef8,loja_fisica,1,1357.54
sal_8368116a0819,2025-12-22 09:24:26,cus_f50da5532735,prd_c62100cc281c,ecommerce,1,48.90
sal_f50ddc6793f1,2025-12-22 11:33:36,cus_f1eccf8e0d99,prd_3e585d1aaf6c,ecommerce,1,209.90
sal_22a22c67c5e3,2025-12-22 08:23:35,cus_f1a06ae11717,prd_334f4a32f979,ecommerce,3,404.50
sal_514d230d6bd3,2025-12-22 20:18:29,cus_a2e18141f826,prd_3e42ffcc8dd9,loja_fisica,3,67.90
sal_e807d5b99f93,2025-12-22 19:47:08,cus_f64907d41a69,prd_db8fc9e6fa53,ecommerce,2,1349.94
sal_7934afedb5e5,2025-12-22 15:44:06,cus_418af67b6b28,prd_38c1b898aecc,loja_fisica,2,140.90
sal_2a647e7a732d,2025-12-22 12:15:04,cus_71308b76151a,prd_bf94f6ee7033,ecommerce,2,78.90
sal_bdbf2f72127b,2025-12-22 10:30:26,cus_0343c0763f76,prd_645f7859f379,ecommerce,1,486.90
sal_08b61191dc0f,2025-12-22 08:38:48,cus_25d1cb23f872,prd_23664e42a71c,ecommerce,1,93.42
sal_15d0770bbb06,2025-12-22 17:58:36,cus_c9cd13d1ae9f,prd_abc44b46bee1,ecommerce,1,164.89
sal_1ad2a993e7c4,2025-12-22 16:47:13,cus_78ab1cf16e12,prd_ff35b88df534,ecommerce,2,233.09
sal_53e99e022d39,2025-12-22 15:52:44,cus_f1a06ae11717,prd_205f309c1a21,ecommerce,2,34.99
sal_1f06fb55fc51,2025-12-22 22:12:17,cus_f64907d41a69,prd_4ee65ed59110,ecommerce,2,41.90
sal_0fe503717dee,2025-12-22 14:06:04,cus_1a38731e1fbe,prd_2293732b7542,loja_fisica,1,68.90
sal_58de09f95b86,2025-12-22 20:17:05,cus_96658dc10aa5,prd_2cbafff50c72,ecommerce,2,100.90
sal_6b989bc54b27,2025-12-22 13:00:22,cus_b0026583b709,prd_996db03524ae,ecommerce,1,123.90
sal_6f0fcea4ac7f,2025-12-22 12:44:43,cus_a01814ad9247,prd_d92ad43fa137,loja_fisica,1,60.21
sal_ea0a26fdab13,2025-12-22 11:30:37,cus_31874cf2d1e5,prd_84a009f1889d,ecommerce,1,32.90
sal_2e9a07f6980e,2025-12-22 16:56:13,cus_d4db3db9eccb,prd_fd4be5bad76d,loja_fisica,1,154.99
sal_a7d80390c349,2025-12-22 17:28:50,cus_25c656241a9a,prd_bf5d8671f7a9,ecommerce,3,119.90
sal_44048eadc3fe,2025-12-22 22:15:13,cus_13af118ef4e8,prd_51511e44c92a,loja_fisica,1,97.79
sal_43b0b9df857f,2025-12-22 08:09:49,cus_31874cf2d1e5,prd_c62100cc281c,loja_fisica,2,48.90
sal_a4e8ab3cf3b1,2025-12-22 10:10:59,cus_0ff4cceccc6f,prd_38c1b898aecc,ecommerce,1,140.90
sal_bac6d456cbfc,2025-12-22 22:16:30,cus_96658dc10aa5,prd_9259039bf9b2,ecommerce,3,204.84
sal_3d00f57c1bf0,2025-12-22 23:02:23,cus_fa3a88d1ccef,prd_d500fa66507e,loja_fisica,3,384.99
sal_4659a6b2bbb2,2025-12-22 14:20:23,cus_a01814ad9247,prd_d92ad43fa137,ecommerce,2,73.59
sal_f76321410b6e,2025-12-22 08:47:50,cus_3580317ddeab,prd_b4a98acf1a5f,ecommerce,2,35.90
sal_703ece59f0a7,2025-12-22 11:54:04,cus_8ad3c8745efb,prd_3fb63c4ea3c2,ecommerce,1,164.99
sal_982b164fd1e5,2025-12-22 18:06:05,cus_cf84750c1fb4,prd_dfac11815029,loja_fisica,1,189.00
sal_38bbed71b72b,2025-12-22 15:20:21,cus_13af118ef4e8,prd_d22d1b8b1502,ecommerce,1,1149.90
sal_2a84335d32ed,2025-12-22 09:30:09,cus_b42a15933072,prd_92c0ecf60a58,ecommerce,1,180.90
sal_44e63a5ee31d,2025-12-22 21:50:27,cus_96658dc10aa5,prd_afd58e5fd09d,ecommerce,1,406.71
sal_600b6a91524b,2025-12-22 17:40:11,cus_a01814ad9247,prd_38c1b898aecc,ecommerce,1,126.81
sal_00de922767c2,2025-12-22 20:42:57,cus_3580317ddeab,prd_bf94f6ee7033,ecommerce,3,78.90
sal_b7d090573827,2025-12-22 20:12:22,cus_4209c24e0be2,prd_f063f46a7ef8,ecommerce,2,1571.89
sal_06f29c5130bb,2025-12-22 18:52:00,cus_ec8d75866856,prd_1091c2cfe1e9,ecommerce,2,404.60
sal_32c7c7fb7a6d,2025-12-22 10:00:09,cus_df9e0b31fa20,prd_f7ed5522d23e,ecommerce,1,218.61
sal_37857af1aa86,2025-12-22 17:33:46,cus_71308b76151a,prd_82cd17cb589d,loja_fisica,1,44.90
sal_f4d2aad626ee,2025-12-22 23:02:13,cus_b0026583b709,prd_6d4e3b1efd0c,ecommerce,2,1082.99
sal_ad9e986c3b5d,2025-12-22 09:12:43,cus_ec8d75866856,prd_2293732b7542,loja_fisica,1,58.57
sal_7456540f8ae4,2025-12-22 15:44:31,cus_b42a15933072,prd_82cd17cb589d,ecommerce,1,44.90
sal_5e40038e82ec,2025-12-22 17:07:59,cus_25d1cb23f872,prd_645f7859f379,ecommerce,1,486.90
sal_db17b768d7d0,2025-12-22 14:44:43,cus_8fa04d3a5837,prd_bf5d8671f7a9,ecommerce,3,101.92
sal_8f32949e23e3,2025-12-22 00:05:41,cus_71308b76151a,prd_f7ed5522d23e,ecommerce,2,230.75
sal_05e4dd45cc64,2025-12-22 18:32:37,cus_d4db3db9eccb,prd_3053916502fb,loja_fisica,1,403.65
sal_c37d9ee43c2e,2025-12-22 15:12:54,cus_f1a06ae11717,prd_334f4a32f979,loja_fisica,3,404.50
sal_777872fc195e,2025-12-22 22:00:23,cus_7262f4e5ce9f,prd_d22d1b8b1502,ecommerce,1,1149.90
sal_320c4cd9b1ad,2025-12-22 22:43:15,cus_71308b76151a,prd_e66747c9b59e,ecommerce,1,174.60
sal_b97cd99b8617,2025-12-22 21:21:10,cus_4209c24e0be2,prd_c90040774892,ecommerce,4,147.99
sal_5929f1465a63,2025-12-22 15:51:59,cus_ec8d75866856,prd_334f4a32f979,ecommerce,4,404.50
sal_1e4b293f8846,2025-12-22 20:27:14,cus_a01814ad9247,prd_622325b011e6,ecommerce,1,291.51
sal_13be5a293130,2025-12-22 21:53:35,cus_a2e18141f826,prd_92c0ecf60a58,ecommerce,1,180.90
sal_fb7a85567fbc,2025-12-22 20:01:39,cus_4e62d52db97a,prd_380fab5d7131,ecommerce,1,128.61
sal_521decfb51f4,2025-12-22 11:40:40,cus_f1eccf8e0d99,prd_045813f96891,ecommerce,1,142.99
sal_ebedd5f715e2,2025-12-22 22:49:16,cus_b42a15933072,prd_bf5d8671f7a9,loja_fisica,1,113.91
sal_c693ed7d5731,2025-12-22 15:07:29,cus_9d2dd4770a79,prd_334f4a32f979,ecommerce,1,404.50
sal_04f5d2598dd1,2025-12-22 10:58:53,cus_1a38731e1fbe,prd_4ee65ed59110,loja_fisica,1,41.90
sal_b394cf38f07e,2025-12-22 16:43:26,cus_a9747473c5c6,prd_205f309c1a21,loja_fisica,2,34.99
sal_fbb61c168943,2025-12-22 09:42:36,cus_911b23c97589,prd_ae7b2acb6812,ecommerce,1,1108.90
sal_05bd13e4f09a,2025-12-22 00:10:33,cus_b0026583b709,prd_d205de276c20,ecommerce,1,64.99
sal_3760da6e48bc,2025-12-22 16:13:55,cus_a9747473c5c6,prd_06c19781c3db,ecommerce,1,100.90
sal_988f7f76d9c4,2025-12-22 16:17:17,cus_2b1b3e2a1515,prd_0aba258682b7,ecommerce,1,72.50
sal_3ec625a37e41,2025-12-22 22:27:32,cus_4209c24e0be2,prd_380fab5d7131,ecommerce,1,128.61
sal_e8e1bb30f21a,2025-12-22 22:06:37,cus_7262f4e5ce9f,prd_2cbafff50c72,ecommerce,1,90.81
sal_0bdffaff445d,2025-12-22 18:27:38,cus_b0026583b709,prd_815b38747487,ecommerce,1,86.50
sal_ca9a07dcbabd,2025-12-22 17:57:40,cus_d4db3db9eccb,prd_82cd17cb589d,loja_fisica,3,44.90
sal_7dfabfe0fb3f,2025-12-22 17:25:01,cus_f64907d41a69,prd_1e4ccab8af1a,ecommerce,1,111.90
sal_00056305bb8d,2025-12-22 10:23:09,cus_f1eccf8e0d99,prd_334f4a32f979,ecommerce,1,404.50
sal_e5679b2f50ba,2025-12-22 17:57:14,cus_ec8d75866856,prd_8b22fd85d500,ecommerce,1,324.99
sal_7d11e4aa6366,2025-12-22 14:56:51,cus_fa3a88d1ccef,prd_38c1b898aecc,loja_fisica,1,126.81
sal_078c457ca1e1,2025-12-22 13:12:12,cus_d36c11b261a6,prd_d22d1b8b1502,ecommerce,1,1149.90
sal_8f844c6b91b5,2025-12-22 17:37:24,cus_8ad3c8745efb,prd_2293732b7542,ecommerce,2,65.45
sal_cbc2e48c2e0e,2025-12-22 11:18:08,cus_fa3a88d1ccef,prd_d500fa66507e,loja_fisica,3,384.99
sal_a3af2f764074,2025-12-22 15:30:06,cus_884be6e0ce9a,prd_d92ad43fa137,ecommerce,1,66.90
sal_663fe09d86e9,2025-12-22 10:31:39,cus_d36c11b261a6,prd_205f309c1a21,loja_fisica,1,33.24
sal_c41d5b0ad7e4,2025-12-22 21:39:06,cus_0914bdf6e1fe,prd_ff35b88df534,ecommerce,1,211.90
sal_9970842da94b,2025-12-22 18:14:10,cus_a01814ad9247,prd_9a3dfc23b7a3,loja_fisica,2,105.50
sal_fe3323895fc2,2025-12-22 08:16:56,cus_7262f4e5ce9f,prd_dfac11815029,loja_fisica,1,189.00
sal_b7f052767fdc,2025-12-22 18:17:44,cus_25d1cb23f872,prd_334f4a32f979,ecommerce,1,343.82
sal_c5cda8b12635,2025-12-22 22:40:28,cus_418af67b6b28,prd_30518d908a92,ecommerce,1,80.99
